uniq_id,crawl_timestamp,product_name,product_rating,review_title,review_asin,review_rating,review_author,review_date,review_text,source,product_url
6fd34ac20d25352edcfde890f5e83e79,2019-04-09 02:34:53 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4," Bought the phone in last summer, and January 2018 ... ",B06Y14T5YW,3,Csaba Body,2/1/2018," Bought the phone in last summer, and January 2018 I had to send it back already, because the phone didn't pick up the network... I didn't have a phone for 12 days... Previously I've had a Xperia Z1 for 3 years and never had a problem with it! ",Amazon,NULL
73b1981d48af4d4c7058bd4d27d51b4c,2019-04-09 02:34:53 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Five Stars,B06Y14T5YW,5,Richard C.,10/10/2017,So far so good. Mom's enjoying her phone and have not reported any issues.,Amazon,NULL
f90318e09668520602d1e3ba605812c3,2019-04-09 02:34:53 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Five Stars,B06Y14T5YW,5,Hora,11/17/2017,Great. Best choice.,Amazon,NULL
333ca03053a5241e588e540ddf16d38b,2019-04-09 02:34:53 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Great and Cheaper than normal!,B06Y14T5YW,5,Jeury Sanchez,9/11/2017," This phone is amazing and for the price that I got it here is even movers amazing. It literally cost almost $200 dollars less than in Samsung's website (that was by the time that I bought it, it might not be true now, stuff change price all the time.) ",Amazon,NULL
453c0a4ce3d117ffd4a9eba92a6c4260,2019-04-09 02:34:53 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Gotta have a phone so this is my choice,B06Y14T5YW,3,John Redfield,11/6/2017,Too expensive but cheaper than an iPhone and just as functional.,Amazon,NULL
310591509862d6b41494af88222205ad,2019-04-09 02:44:59 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,nice phone,B06Y14T5YW,5,Don Trumpy,11/9/2018,the planned obsolescence of my s5 finally got to me so I bought the s8+ works good - wonder how long they will allow me to use it before they slow it down.,Amazon,NULL
9e7d97ec0998c048105e273baa0d9718,2019-04-09 02:44:59 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Good phone,B06Y14T5YW,4,Grumble,3/10/2018," This is a pretty good phone and replaced a Moto X Pure. It's sleek and attractive. The hardware is beefy--64GB is more than enough for me. And if I did need more, it's nice that I have the option of using a micro SD card. The processor and ram have nice performance on apps. Some people complain about the fingerprint sensor being near the camera. Personally, I haven't had a problem with that. Nor have I had a problem with the Bixby button, although it seems unnecessary. The iris scanner, however, doesn't seem to work for me. I'm just not using that function. The deduction of a star comes in Samsung's software. It's not bad. But there are going to be times where you are banging your head in frustration--'Why won't you let me do ________? or why won't you let me remove _______ from MY PHONE?' For some people, that may be Bixby. Personally I'm using it in conjunction with Google Assistant and that seems to be working well. But for those that don't want it, you really shouldn't need 3rd party software to remove it. Likewise, if you have an app that you prefer to use, then Samsung shouldn't place a barrier to keep you from removing their version. It was great that they included some apps with a new phone; I get that. But if I want to get rid of them in favor of something else, I shouldn't have to jump through hoops. And then there are odd situations like Samsung's built in Game Tools. Now I'm not a heavy gamer, but there are times I'll mindlessly kill some time. But that stinkin setting was adding 2 extra buttons on the navigation screen in the corners right near the game's buttons. When I finally managed to kill the buttons, I was getting notifications all the time when the game started-up as well as inconvenient places in the game. It took a $2.50 purchase for an app called BK Disabler to finally get rid of it. It's not a lot in the scheme of things. But man, what an aggravating experience for an otherwise solid & great phone! ",Amazon,NULL
7a18c08c5ae3f0158e8fddff402f141a,2019-04-09 02:44:59 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Great Phone,B06Y14T5YW,5,Anne Marie,12/7/2017," Best cell phone I've had. The colors are vibrant, the camera's great not to mention lots of features. I haven't used bixby due to the reviews but I'm fine without it. ",Amazon,NULL
f8b6c000c7d92fe8e56d16de2ebd8985,2019-04-09 02:44:59 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4," Very flimsy. If you can be rough on tech, avoid the hell out of this phone. ",B06Y14T5YW,2,Fyren K.,7/26/2018," Beautiful. Runs fast. Worked well with a SIM card transfer on Verizon networks, instantly. Lots of neat features like running multiple windows. Flimsiest thing I've ever seen. I'd owned a Droid Turbo 2 for years that stood up to all kinds of abuse until the battery finally permanently died; This thing cannot stand up to common usage. It had a screen fracture in less than a week after a maybe two-three foot drop even with a case/screen protector on. If you can be rough on tech, avoid the hell out of this phone. ",Amazon,NULL
c679f30a34b3d44607cccd045e09ec87,2019-04-09 02:44:59 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Three Stars,B06Y14T5YW,3,Marc R.,8/25/2018,Samsung android - you must protect yourself from Google. Comes with bloatware. This model cannot be easily rooted to get rid of the bloat.,Amazon,NULL
e0d860a14f209b9b751bf8827d4a815f,2019-04-09 02:44:59 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4," I paid money for new one, but from this ... ",B06Y14T5YW,3,Amazon Customer,11/27/2017," I paid money for new one, but from this packaging, I don't feel this is the NEW one. The phone's protection membrane is intact, but I still highly doubt that this is a return product from other! ",Amazon,NULL
b0f3fb563ecd0cbacf741aa1e5dfa3cc,2019-04-09 02:44:59 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Better than iPhone X or 8.,B06Y14T5YW,5,Sean,9/1/2018," Still beautiful and nice compared to the latest smart phones like Galaxy S9 S9+ or note series Compact, handy, and productive. If you say this phone is not good, you yet don't know how to use it. ",Amazon,NULL
d6cc6604995f190731e4fdcbb79f7084,2019-04-09 02:44:59 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,One Star,B06Y14T5YW,1,Michael J Miller,7/11/2018,Not the US that was advertised international version has no warranty,Amazon,NULL
b74f8d055243888c28e81d49a31f39cb,2019-04-09 02:44:59 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4," bought new, excellent phone, great price at $360! ",B06Y14T5YW,5,CuriousLlama,2/27/2019," registered with Samsung, got the warranty, everything works amazingly! ",Amazon,NULL
42304cd19064f038996da316d607218a,2019-04-09 02:44:59 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Coming from ATT Iphone 7,B06Y14T5YW,5,Hills Mountain Store,10/30/2018,Much better phone than anything apple I have ever owned! It was either this or an LG!,Amazon,NULL
4e27d0e925bc9e38a65715cb577aec27,2019-04-09 03:02:38 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Five Stars,B06Y14T5YW,5,Amazon Customer,9/28/2017,Best phone ever purchased. Worth the money.,Amazon,NULL
be80503be15d8ea9056ebf9cdcd316c3,2019-04-09 03:02:38 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4," Works perfect, brand new ",B06Y14T5YW,5,Amazon Customer,2/6/2019,Excellent phone. I like it. On time delivery. Abate Abtew,Amazon,NULL
cfd1b81914dc75d4164f4664a33a041b,2019-04-09 03:02:38 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Possibly worse than my old S5. Do not Purchase,B06Y14T5YW,1,Scott Johnson,3/25/2018," Yah it's a cool phone where the screen goes around the edge of the phone and the camera is nice, but do you like to use Snapchat or the internet? Do you like to download apps then go on wifi? Well with this phone you can't do any of those things. Don't believe me? Google it there are plenty of forums that say there are no fixes for these problems. A more recent problem I've discovered is if you're listening to music the music will just stop playing until you unplug and replug the headphones in. ",Amazon,NULL
ebe1e2a4ff24097446b543ac1736df24,2019-04-09 03:02:38 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Tmobile not unlocked,B06Y14T5YW,5,Johnny,2/27/2019,New like I ordered but was tmobile not unlocked,Amazon,NULL
b10399b891de9050442c141409a8f28c,2019-04-09 03:02:38 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Husband loves,B06Y14T5YW,5,Claire D.,3/13/2019,Got my hubby this for Christmas. And he loves the phone. So far so good,Amazon,NULL
e938a0f5eb0b1e300d41631d429f2792,2019-04-09 03:02:38 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,it is fake,B06Y14T5YW,1,Fatih,12/3/2018,it is fake there is no real phone packed with bands foolish,Amazon,NULL
66528139bb21869dd29e6daa1f27c760,2019-04-09 03:02:38 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Great Phone,B06Y14T5YW,5,Wesley C,3/15/2019,2wks still perfect! Love this phone value!,Amazon,NULL
505388bb39faa8b3cb168b47987e93f7,2019-04-09 03:02:38 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Four Stars,B06Y14T5YW,4,Wittyboy,4/12/2018,Works well,Amazon,NULL
0b81626c00f0bcf80257c433f9142409,2019-04-09 03:02:38 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Five Stars,B06Y14T5YW,5,diana sims,11/3/2017,Awesome phone love the price,Amazon,NULL
b7de3a3caeba656e678bf3a63c609678,2019-04-09 03:02:38 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Five Stars,B06Y14T5YW,5,Alejandro Naser,9/9/2017,Great product and everything was the same as published,Amazon,NULL
7f969ef04bcacde10387f0d4ce392496,2019-04-09 02:59:26 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,Five Stars,B06Y16RL4W,5,KimoneF,1/17/2018,I loooove my phone,Amazon,NULL
c55fe618e177a23c4230fdd2367576e1,2019-04-09 02:59:26 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,It works nothing is wrong with the phone,B06Y16RL4W,5,Nathaniel,10/22/2018,Everything is perfect on the phone,Amazon,NULL
0d793665f988b6148ed3ea3ee5ff40a0,2019-04-09 02:59:26 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,Previously owned by someone else. Some features were blocked,B06Y16RL4W,3,TJ Hopkins,2/25/2019,Not sure I would buy a Samsung again. Hard to get technical help,Amazon,NULL
646eebd950a78eddf36b4df9fdd771de,2019-04-09 02:59:26 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,Five Stars,B06Y16RL4W,5,Monica Barrosa,8/29/2017,excellent product and great seller!!!!!,Amazon,NULL
d5c9e7747b21b43667e1288cf3893f30,2019-04-09 02:59:26 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,Five Stars,B06Y16RL4W,5,BigBlue345,12/7/2017,Worth,Amazon,NULL
431c2279c7931adc14d2367dc9f09539,2019-04-09 02:59:26 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,Everything went perfect,B06Y16RL4W,5,Victor Mondragon,10/10/2017,The phone arrived in perfect condtion. The phone works nice and smooth. I was able to transfer my service to this phone with no problems. I am using metropcs,Amazon,NULL
09727345abe19ed21882af78ea5f5622,2019-04-09 02:59:26 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,Awesome,B06Y16RL4W,5,Thomas kennedy,4/3/2019,This phone is in excellent condition,Amazon,NULL
de78e1e7be9599d983e94c230e86f1c2,2019-04-09 02:59:26 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,Works perfect,B06Y16RL4W,5,Byron r.,3/22/2019,Love it,Amazon,NULL
93cf036d1b048718b61892295d9bb616,2019-04-09 02:59:26 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,Samsung,B06Y16RL4W,5,Bren49659,1/25/2019,I love everything about this phone. Takes awesome pictures.,Amazon,NULL
78041612fb025365a5f1f7d7af59eaf4,2019-04-09 02:59:26 +0000,Samsung Galaxy S8+ Unlocked 64GB  -  Midnight Black [US Version],4,It’s good phone.,B06Y16RL4W,5,Lee Ho Sun,1/26/2019,It’s good phone and works fine at south korea.,Amazon,NULL
3198fd12939a5d3e4bd1fd0fb470aa80,2019-04-09 02:53:49 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4," Nice phone, but not sturdy! ",B06Y14T5YW,2,Stephen,8/8/2017," My faith in Samsung is going down the drain. We've used Samsung forever. But when my hubby's s8 plus screen cracks when it falls in the couch, and my s8 plus screen cracked because the tip of my hairspray bottle barely landed on it, you gotta wonder. Why such fragile phones. And no warranty to cover such incidents. Not like we dropped them on the ground. ",Amazon,NULL
90eb4afd15aab7f15bb03e4da51a5b1d,2019-04-09 02:53:49 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Worst Samsung android OS ever!,B06Y14T5YW,1,gmc,10/15/2017,Got this phone for free from employer. Samsung Camera stops working. Ruined my vacation. Samsung keyboard stops working. Can't download apps. Phone Screen gets ON unnecessarily. Phone reset is not a solution at all. Samsung should stop making phone OS.,Amazon,NULL
a2065846876225412675d060c5a2a536,2019-04-09 02:53:49 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,One Star,B06Y14T5YW,1,Dimas,1/26/2018,it has cracked screen but can't do the refund,Amazon,NULL
47b4646ead113bbe8a707454a47df935,2019-04-09 02:53:49 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,I dont like paying 750 for an advertising robot,B06Y14T5YW,1,Seamus,9/20/2017," Feature plagued as usual. No home button, but you will summon Bixby which you cannot disable. I dont like paying 750 for an advertising robot. ",Amazon,NULL
b70a6425569eefda59ce6fe554db2661,2019-04-09 02:53:49 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Review Product,B06Y14T5YW,5,Joyce,9/30/2017,Hi my name is Jazzy Le I am a youtuber with 87k subscribers. I want to review your product because I reviewed a iPhone 7 plus which I have but I honestly don't like it and neither do my subscribers. I was wondering If I can do a comparison video. Go check my channel Jazzy Le if you want to. Please get back to me as fast as you can,Amazon,NULL
1697065cb68657a9de5f4218b542538d,2019-04-09 02:53:49 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4," The phone is as expected, but if you drop ... ",B06Y14T5YW,2,Mark,10/4/2017," The phone is as expected, but if you drop it and you are guaranteed to drop it within 2-3 years that you plan to use it it will 100% break because it's fragile. ",Amazon,NULL
40d9319bf10bb2fb67b264b9bd176c54,2019-04-09 02:53:49 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,this th worst phone i have ownd,B06Y14T5YW,1,raidil,10/15/2017,I have the 8+ and sence last update the wifi well not stay connectes ... this th worst phone i have ownd.. i miss my moto..,Amazon,NULL
2d724d9f86522d373d8c65a721ac644d,2019-04-09 02:53:49 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,Worst phone I have owned,B06Y14T5YW,1,Jeff Heinzman,8/12/2017," This phone is an abysmal waste of money. It is a budget phone pretending it wants to be a $600 phone. First week of owning it without any drops, a few random columns of the phone turned pink, wont go back. The charging port only works about 60% of the time. The other 40 % of the time will say that it has moisture in the port and will refuse to charge. After the first 3 months the phone becomes extremely sluggish when moving between apps and different home screens, while I am use to this slowdown on mobile devices, this is the only time it started slowing down before I had owned it for a single quarter. This phone will give you about as much functionality as one of those old Nokia phones with how sluggish, inconsistent and poorly constructed it is. ",Amazon,NULL
b1f4e3d14d947ede363a507c2d425d15,2019-04-09 02:53:49 +0000,Samsung Galaxy S8 Unlocked 64GB -  Midnight Black  [US Version],4,The worst cellphone never,B06Y14T5YW,1,E. Marzo,8/25/2017,The worst cellphone never!! The display says that is gorilla glass. It crashes for nothing and strikes with something simple that the earings. Never gonna buy this again!!,Amazon,NULL
